2023-11-17 16:56:12,311 INFO    Thread-59 (_run_job):6472 [wandb_setup.py:_flush():76] Current SDK version is 0.16.0
2023-11-17 16:56:12,312 INFO    Thread-59 (_run_job):6472 [wandb_setup.py:_flush():76] Configure stats pid to 6472
2023-11-17 16:56:12,312 INFO    Thread-59 (_run_job):6472 [wandb_setup.py:_flush():76] Loading settings from C:\Users\yhara\.config\wandb\settings
2023-11-17 16:56:12,312 INFO    Thread-59 (_run_job):6472 [wandb_setup.py:_flush():76] Loading settings from c:\Users\yhara\Documents\REINFORCEMENTLEARNING\rl2\cw2\Coursework 2 Files\wandb\settings
2023-11-17 16:56:12,312 INFO    Thread-59 (_run_job):6472 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'pytorch-hyperpara-sweeps', 'entity': 'yuignite', 'root_dir': 'c:\\Users\\yhara\\Documents\\REINFORCEMENTLEARNING\\rl2\\cw2\\Coursework 2 Files', 'run_id': 'uhsgrbf7', 'sweep_param_path': 'c:\\Users\\yhara\\Documents\\REINFORCEMENTLEARNING\\rl2\\cw2\\Coursework 2 Files\\wandb\\sweep-f554s8j0\\config-uhsgrbf7.yaml', 'sweep_id': 'f554s8j0'}
2023-11-17 16:56:12,312 INFO    Thread-59 (_run_job):6472 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-11-17 16:56:12,312 INFO    Thread-59 (_run_job):6472 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-11-17 16:56:12,313 INFO    Thread-59 (_run_job):6472 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\yhara\Documents\REINFORCEMENTLEARNING\rl2\cw2\Coursework 2 Files\wandb\run-20231117_165612-uhsgrbf7\logs\debug.log
2023-11-17 16:56:12,314 INFO    Thread-59 (_run_job):6472 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\yhara\Documents\REINFORCEMENTLEARNING\rl2\cw2\Coursework 2 Files\wandb\run-20231117_165612-uhsgrbf7\logs\debug-internal.log
2023-11-17 16:56:12,314 INFO    Thread-59 (_run_job):6472 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000179AA299550>
2023-11-17 16:56:12,314 INFO    Thread-59 (_run_job):6472 [wandb_init.py:init():564] calling init triggers
2023-11-17 16:56:12,314 INFO    Thread-59 (_run_job):6472 [wandb_init.py:init():571] wandb.init called with sweep_config: {'BATCH_SIZE': 64, 'BUFFER_SIZE': 1000, 'EPSILON': 0.7884535482771655, 'LEARNING_RATE': 0.01097853158388835, 'NUMBER_INNER_LAYERS': 2, 'SIZE_INNER_LAYER': 50, 'UPDATE_PERIOD': 10, 'optimizer': 'adam'}
config: {}
2023-11-17 16:56:12,314 INFO    Thread-59 (_run_job):6472 [wandb_init.py:init():614] starting backend
2023-11-17 16:56:12,314 INFO    Thread-59 (_run_job):6472 [wandb_init.py:init():618] setting up manager
2023-11-17 16:56:12,333 INFO    Thread-59 (_run_job):6472 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2023-11-17 16:56:12,334 INFO    Thread-59 (_run_job):6472 [wandb_init.py:init():624] backend started and connected
