2023-11-23 01:10:07,246 INFO    Thread-135 (_run_job):29344 [wandb_setup.py:_flush():76] Current SDK version is 0.16.0
2023-11-23 01:10:07,247 INFO    Thread-135 (_run_job):29344 [wandb_setup.py:_flush():76] Configure stats pid to 29344
2023-11-23 01:10:07,247 INFO    Thread-135 (_run_job):29344 [wandb_setup.py:_flush():76] Loading settings from C:\Users\yhara\.config\wandb\settings
2023-11-23 01:10:07,247 INFO    Thread-135 (_run_job):29344 [wandb_setup.py:_flush():76] Loading settings from c:\Users\yhara\Documents\REINFORCEMENTLEARNING\rl2\cw2\Coursework 2 Files\wandb\settings
2023-11-23 01:10:07,247 INFO    Thread-135 (_run_job):29344 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'pytorch-hyperpara-sweeps', 'entity': 'yuignite', 'root_dir': 'c:\\Users\\yhara\\Documents\\REINFORCEMENTLEARNING\\rl2\\cw2\\Coursework 2 Files', 'run_id': 'vm5f7js1', 'sweep_param_path': 'c:\\Users\\yhara\\Documents\\REINFORCEMENTLEARNING\\rl2\\cw2\\Coursework 2 Files\\wandb\\sweep-1ifoei8l\\config-vm5f7js1.yaml', 'sweep_id': '1ifoei8l'}
2023-11-23 01:10:07,247 INFO    Thread-135 (_run_job):29344 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-11-23 01:10:07,247 INFO    Thread-135 (_run_job):29344 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-11-23 01:10:07,248 INFO    Thread-135 (_run_job):29344 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\yhara\Documents\REINFORCEMENTLEARNING\rl2\cw2\Coursework 2 Files\wandb\run-20231123_011007-vm5f7js1\logs\debug.log
2023-11-23 01:10:07,248 INFO    Thread-135 (_run_job):29344 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\yhara\Documents\REINFORCEMENTLEARNING\rl2\cw2\Coursework 2 Files\wandb\run-20231123_011007-vm5f7js1\logs\debug-internal.log
2023-11-23 01:10:07,248 INFO    Thread-135 (_run_job):29344 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000024F31662AD0>
2023-11-23 01:10:07,249 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():564] calling init triggers
2023-11-23 01:10:07,249 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():571] wandb.init called with sweep_config: {'BATCH_SIZE': 32, 'BUFFER_SIZE': 100000, 'EPSILON': 0.0149960989279182, 'LEARNING_RATE': 0.258024156231639, 'NUMBER_HIDDEN_LAYERS': 1, 'SIZE_HIDDEN_LAYER': 32, 'UPDATE_PERIOD': 1, 'optimizer': 'adam'}
config: {}
2023-11-23 01:10:07,249 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():614] starting backend
2023-11-23 01:10:07,249 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():618] setting up manager
2023-11-23 01:10:07,258 INFO    Thread-135 (_run_job):29344 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2023-11-23 01:10:07,260 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():624] backend started and connected
2023-11-23 01:10:07,284 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_config_callback():1342] config_cb None None {'BATCH_SIZE': 32, 'BUFFER_SIZE': 100000, 'EPSILON': 0.0149960989279182, 'LEARNING_RATE': 0.258024156231639, 'NUMBER_HIDDEN_LAYERS': 1, 'SIZE_HIDDEN_LAYER': 32, 'UPDATE_PERIOD': 1, 'optimizer': 'adam'}
2023-11-23 01:10:07,285 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_label_probe_notebook():1294] probe notebook
2023-11-23 01:10:07,285 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_label_probe_notebook():1304] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-11-23 01:10:07,285 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():716] updated telemetry
2023-11-23 01:10:07,288 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():749] communicating run to backend with 90.0 second timeout
2023-11-23 01:10:07,927 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_on_init():2254] communicating current version
2023-11-23 01:10:08,328 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_on_init():2263] got version response 
2023-11-23 01:10:08,329 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():800] starting run threads in backend
2023-11-23 01:10:08,476 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_console_start():2233] atexit reg
2023-11-23 01:10:08,476 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2023-11-23 01:10:08,476 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_redirect():2153] Wrapping output streams.
2023-11-23 01:10:08,476 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_redirect():2178] Redirects installed.
2023-11-23 01:10:08,478 INFO    Thread-135 (_run_job):29344 [wandb_init.py:init():841] run started, returning control to user process
2023-11-23 01:15:45,226 INFO    Thread-135 (_run_job):29344 [wandb_run.py:_finish():1962] finishing run yuignite/pytorch-hyperpara-sweeps/vm5f7js1
